radius,nBits,useFeatures,useChirality,acc,auc,collision_rate,avg_frags_per_active_bit,objective
1,256,0,0,0.6666666666666666,0.7222222222222223,0.49,1.9607843137254901,0.6242222222222223
1,512,0,0,0.75,0.75,0.33,1.492537313432836,0.6839999999999999
1,1024,0,0,0.6666666666666666,0.7500000000000001,0.1575,1.1869436201780414,0.7185000000000001
1,2048,0,0,0.6666666666666666,0.7500000000000001,0.0875,1.095890410958904,0.7325000000000002
1,4096,0,0,0.75,0.7777777777777779,0.0475,1.0498687664041995,0.768277777777778
1,8192,0,0,0.75,0.7777777777777779,0.035,1.0362694300518134,0.7707777777777779
1,16384,0,0,0.75,0.7500000000000001,0.0175,1.0178117048346056,0.7465000000000002
1,32768,0,0,0.75,0.7500000000000001,0.01,1.0101010101010102,0.7480000000000001
1,256,0,1,0.6666666666666666,0.7222222222222223,0.5024875621890548,2.01,0.6217247097844114
1,512,0,1,0.75,0.7777777777777779,0.3407960199004975,1.5169811320754718,0.7096185737976783
1,1024,0,1,0.6666666666666666,0.7500000000000001,0.16417910447761194,1.1964285714285714,0.7171641791044777
1,2048,0,1,0.6666666666666666,0.7500000000000001,0.09203980099502487,1.1013698630136985,0.7315920398009952
1,4096,0,1,0.75,0.7777777777777779,0.04975124378109453,1.0523560209424083,0.767827529021559
1,8192,0,1,0.75,0.7777777777777779,0.03731343283582089,1.0387596899224807,0.7703150912106137
1,16384,0,1,0.75,0.7500000000000001,0.017412935323383085,1.0177215189873419,0.7465174129353235
1,32768,0,1,0.75,0.7500000000000001,0.012437810945273632,1.012594458438287,0.7475124378109453
1,256,1,0,0.6666666666666666,0.6666666666666666,0.20253164556962025,1.253968253968254,0.6261603375527426
1,512,1,0,0.5833333333333334,0.7222222222222222,0.0949367088607595,1.1048951048951048,0.7032348804500703
1,1024,1,0,0.5833333333333334,0.6944444444444444,0.0759493670886076,1.082191780821918,0.6792545710267229
1,2048,1,0,0.5833333333333334,0.7222222222222222,0.02531645569620253,1.025974025974026,0.7171589310829817
1,4096,1,0,0.6666666666666666,0.7222222222222222,0.006329113924050633,1.0063694267515924,0.7209563994374121
1,8192,1,0,0.6666666666666666,0.7222222222222222,0.006329113924050633,1.0063694267515924,0.7209563994374121
1,16384,1,0,0.6666666666666666,0.7222222222222222,0.006329113924050633,1.0063694267515924,0.7209563994374121
1,32768,1,0,0.6666666666666666,0.6944444444444444,0.0,1.0,0.6944444444444444
1,256,1,1,0.6666666666666666,0.6666666666666666,0.20625,1.2598425196850394,0.6254166666666666
1,512,1,1,0.5833333333333334,0.6944444444444444,0.10625,1.118881118881119,0.6731944444444444
1,1024,1,1,0.5833333333333334,0.6666666666666666,0.0875,1.095890410958904,0.6491666666666667
1,2048,1,1,0.5833333333333334,0.7222222222222222,0.025,1.0256410256410255,0.7172222222222222
1,4096,1,1,0.6666666666666666,0.7222222222222222,0.00625,1.0062893081761006,0.7209722222222222
1,8192,1,1,0.6666666666666666,0.7222222222222222,0.00625,1.0062893081761006,0.7209722222222222
1,16384,1,1,0.6666666666666666,0.7222222222222222,0.00625,1.0062893081761006,0.7209722222222222
1,32768,1,1,0.6666666666666666,0.6944444444444444,0.0,1.0,0.6944444444444444
2,256,0,0,0.75,0.7222222222222223,0.7797356828193832,4.54,0.5662750856583456
2,512,0,0,0.75,0.6944444444444444,0.6105726872246696,2.567873303167421,0.5723299069995105
2,1024,0,0,0.75,0.6944444444444444,0.40881057268722465,1.69150521609538,0.6126823299069994
2,2048,0,0,0.75,0.7222222222222222,0.23700440528634362,1.3106235565819861,0.6748213411649535
2,4096,0,0,0.75,0.8055555555555557,0.13303964757709252,1.1534552845528456,0.7789476260401372
2,8192,0,0,0.75,0.7500000000000001,0.06960352422907488,1.074810606060606,0.7360792951541851
2,16384,0,0,0.75,0.7500000000000001,0.03700440528634361,1.0384263494967978,0.7425991189427313
2,32768,0,0,0.75,0.7500000000000001,0.01762114537444934,1.0179372197309418,0.7464757709251102
2,256,0,1,0.6666666666666666,0.7222222222222223,0.7774846086191732,4.4940711462450595,0.5667253004983877
2,512,0,1,0.75,0.6388888888888888,0.6103781882145998,2.566591422121896,0.5168132512459689
2,1024,0,1,0.75,0.6388888888888888,0.40281442392260336,1.6745213549337261,0.5583260041043682
2,2048,0,1,0.75,0.6666666666666666,0.23306948109058928,1.3038990825688073,0.6200527704485488
2,4096,0,1,0.75,0.7777777777777779,0.1284080914687775,1.1473259334006054,0.7520961594840224
2,8192,0,1,0.75,0.7500000000000001,0.06596306068601583,1.0706214689265536,0.736807387862797
2,16384,0,1,0.75,0.7500000000000001,0.03342128408091469,1.0345768880800728,0.7433157431838172
2,32768,0,1,0.75,0.7500000000000001,0.019349164467897976,1.0197309417040359,0.7461301671064205
2,256,1,0,0.5833333333333334,0.5833333333333333,0.6451127819548872,2.8177966101694913,0.4543107769423558
2,512,1,0,0.6666666666666666,0.6388888888888888,0.44511278195488724,1.8021680216802167,0.5498663324979114
2,1024,1,0,0.5833333333333334,0.6111111111111112,0.2646616541353383,1.359918200408998,0.5581787802840434
2,2048,1,0,0.5833333333333334,0.6111111111111112,0.15338345864661654,1.1811722912966252,0.5804344193817879
2,4096,1,0,0.5833333333333334,0.6944444444444444,0.07518796992481203,1.08130081300813,0.679406850459482
2,8192,1,0,0.5833333333333334,0.6944444444444444,0.03759398496240601,1.0390625,0.6869256474519632
2,16384,1,0,0.5833333333333334,0.6944444444444444,0.02406015037593985,1.024653312788906,0.6896324143692565
2,32768,1,0,0.5833333333333334,0.6666666666666666,0.010526315789473684,1.0106382978723405,0.6645614035087719
2,256,1,1,0.5833333333333334,0.5833333333333333,0.6467065868263473,2.830508474576271,0.4539920159680638
2,512,1,1,0.5833333333333334,0.6111111111111112,0.4565868263473054,1.840220385674931,0.5197937458416501
2,1024,1,1,0.5833333333333334,0.5833333333333333,0.27095808383233533,1.3716632443531827,0.5291417165668661
2,2048,1,1,0.5833333333333334,0.6111111111111112,0.15419161676646706,1.1823008849557521,0.5802727877578178
2,4096,1,1,0.5833333333333334,0.6666666666666666,0.0718562874251497,1.0774193548387097,0.6522954091816366
2,8192,1,1,0.5833333333333334,0.6666666666666666,0.0344311377245509,1.035658914728682,0.6597804391217564
2,16384,1,1,0.5833333333333334,0.6666666666666666,0.020958083832335328,1.0214067278287462,0.6624750499001996
2,32768,1,1,0.5833333333333334,0.6666666666666666,0.008982035928143712,1.0090634441087614,0.6648702594810378
3,256,0,0,0.8333333333333334,0.8333333333333334,0.8748773307163886,7.992156862745098,0.6583578671900556
3,512,0,0,0.75,0.8333333333333334,0.7566241413150148,4.108870967741935,0.6820085050703304
3,1024,0,0,0.75,0.7777777777777778,0.5750736015701668,2.3533487297921476,0.6627630574637444
3,2048,0,0,0.75,0.7222222222222223,0.37242394504416093,1.5934323690383112,0.6477374332133902
3,4096,0,0,0.75,0.7222222222222223,0.2100098135426889,1.26583850931677,0.6802202595136846
3,8192,0,0,0.75,0.7777777777777779,0.10549558390578999,1.117937465715853,0.7566786609966198
3,16384,0,0,0.75,0.7777777777777779,0.05593719332679097,1.0592515592515592,0.7665903391124197
3,32768,0,0,0.75,0.7777777777777779,0.02649656526005888,1.0272177419354838,0.7724784647257661
3,256,0,1,0.75,0.8055555555555556,0.8745098039215686,7.96875,0.6306535947712418
3,512,0,1,0.75,0.8055555555555557,0.7544117647058823,4.07185628742515,0.6546732026143792
3,1024,0,1,0.75,0.7222222222222222,0.5666666666666667,2.3076923076923075,0.6088888888888888
3,2048,0,1,0.75,0.7222222222222222,0.36911764705882355,1.5850815850815851,0.6483986928104575
3,4096,0,1,0.75,0.7222222222222223,0.2019607843137255,1.253071253071253,0.6818300653594772
3,8192,0,1,0.75,0.7500000000000001,0.10147058823529412,1.1129296235679214,0.7297058823529413
3,16384,0,1,0.75,0.7500000000000001,0.054411764705882354,1.0575427682737168,0.7391176470588237
3,32768,0,1,0.75,0.7777777777777779,0.028431372549019607,1.029263370332997,0.7720915032679739
3,256,1,0,0.75,0.6944444444444444,0.8247775496235455,5.70703125,0.5294889345197353
3,512,1,0,0.6666666666666666,0.6666666666666666,0.6721423682409309,3.0501043841336117,0.5322381930184804
3,1024,1,0,0.6666666666666666,0.5833333333333333,0.47433264887063653,1.90234375,0.48846680355920596
3,2048,1,0,0.6666666666666666,0.6111111111111112,0.28952772073921973,1.407514450867052,0.5532055669632672
3,4096,1,0,0.6666666666666666,0.6111111111111112,0.16563997262149213,1.1985233798195243,0.5779831165868128
3,8192,1,0,0.6666666666666666,0.6111111111111112,0.0917180013689254,1.1009796533534288,0.592767510837326
3,16384,1,0,0.6666666666666666,0.6666666666666667,0.0485968514715948,1.0510791366906476,0.6569472963723478
3,32768,1,0,0.6666666666666666,0.6666666666666667,0.021218343600273786,1.0216783216783216,0.662422997946612
3,256,1,1,0.6666666666666666,0.6944444444444444,0.8258196721311475,5.741176470588235,0.529280510018215
3,512,1,1,0.6666666666666666,0.6666666666666666,0.6728142076502732,3.056367432150313,0.5321038251366119
3,1024,1,1,0.6666666666666666,0.5555555555555556,0.4719945355191257,1.8939197930142302,0.46115664845173043
3,2048,1,1,0.6666666666666666,0.6111111111111112,0.28210382513661203,1.3929590865842054,0.5546903460837888
3,4096,1,1,0.6666666666666666,0.6111111111111112,0.16188524590163936,1.1931540342298288,0.5787340619307833
3,8192,1,1,0.6666666666666666,0.6111111111111112,0.08811475409836066,1.0966292134831461,0.593488160291439
3,16384,1,1,0.6666666666666666,0.638888888888889,0.04644808743169399,1.0487106017191976,0.6295992714025501
3,32768,1,1,0.6666666666666666,0.638888888888889,0.02117486338797814,1.021632937892533,0.6346539162112933
4,256,0,0,0.8333333333333334,0.888888888888889,0.9078473722102232,10.8515625,0.7073194144468443
4,512,0,0,0.75,0.8611111111111112,0.8174946004319654,5.479289940828402,0.697612191024718
4,1024,0,0,0.75,0.7777777777777779,0.6565874730021598,2.911949685534591,0.6464602831773459
4,2048,0,0,0.75,0.7222222222222223,0.45500359971202303,1.834874504623514,0.6312215022798178
4,4096,0,0,0.75,0.7222222222222223,0.275377969762419,1.3800298062593144,0.6671466282697385
4,8192,0,0,0.75,0.7222222222222223,0.15046796256299497,1.1771186440677965,0.6921286297096233
4,16384,0,0,0.75,0.7500000000000001,0.08279337652987762,1.0902668759811618,0.7334413246940246
4,32768,0,0,0.75,0.7777777777777779,0.040316774658027354,1.0420105026256563,0.7697144228461724
4,256,0,1,0.75,0.8055555555555556,0.9079136690647482,10.859375,0.6239728217426059
4,512,0,1,0.75,0.7222222222222222,0.8172661870503597,5.47244094488189,0.5587689848121502
4,1024,0,1,0.75,0.7222222222222222,0.6557553956834532,2.90491118077325,0.5910711430855315
4,2048,0,1,0.75,0.6944444444444444,0.4607913669064748,1.8545697131420946,0.6022861710631494
4,4096,0,1,0.75,0.6944444444444444,0.27266187050359714,1.3748763600395648,0.639912070343725
4,8192,0,1,0.75,0.6666666666666667,0.1474820143884892,1.1729957805907174,0.6371702637889689
4,16384,0,1,0.75,0.6944444444444444,0.07913669064748201,1.0859375,0.678617106314948
4,32768,0,1,0.75,0.7777777777777779,0.04100719424460432,1.042760690172543,0.769576338928857
4,256,1,0,0.6666666666666666,0.75,0.8814265863825845,8.43359375,0.5737146827234831
4,512,1,0,0.6666666666666666,0.75,0.7665585919407133,4.283730158730159,0.5966882816118573
4,1024,1,0,0.6666666666666666,0.6666666666666666,0.5859194071329319,2.4149888143176734,0.5494827852400802
4,2048,1,0,0.75,0.6111111111111112,0.38165817508105604,1.6172284644194757,0.5347794760949
4,4096,1,0,0.75,0.638888888888889,0.2288096340898564,1.2966966966966966,0.5931269620709176
4,8192,1,0,0.75,0.638888888888889,0.12968967114404817,1.1490154337413518,0.6129509546600793
4,16384,1,0,0.75,0.6666666666666667,0.06947660954145438,1.0746640119462418,0.6527713447583758
4,32768,1,0,0.75,0.638888888888889,0.031496062992125984,1.032520325203252,0.6325896762904637
4,256,1,1,0.6666666666666666,0.638888888888889,0.8815911193339501,8.4453125,0.4625706650220989
4,512,1,1,0.5833333333333334,0.75,0.7659574468085106,4.2727272727272725,0.5968085106382979
4,1024,1,1,0.5833333333333334,0.6388888888888888,0.5804810360777058,2.3836824696802648,0.5227926816733477
4,2048,1,1,0.6666666666666666,0.6666666666666667,0.379740980573543,1.6122296793437734,0.5907184705519581
4,4096,1,1,0.6666666666666666,0.6111111111111112,0.22710453283996299,1.293836026331538,0.5656902045431186
4,8192,1,1,0.75,0.6111111111111112,0.13089731729879742,1.1506120276742948,0.5849316476513516
4,16384,1,1,0.75,0.638888888888889,0.07076780758556891,1.0761572921851668,0.6247353273717752
4,32768,1,1,0.75,0.638888888888889,0.036077705827937095,1.0374280230326296,0.6316733477233015
5,256,0,0,0.8333333333333334,0.8611111111111112,0.9236504622725917,13.09765625,0.6763810186565928
5,512,0,0,0.75,0.75,0.8475991649269311,6.561643835616438,0.5804801670146138
5,1024,0,0,0.75,0.7222222222222223,0.7065314643602744,3.407520325203252,0.5809159293501674
5,2048,0,0,0.75,0.7500000000000001,0.5096928124067999,2.039537712895377,0.6480614375186401
5,4096,0,0,0.75,0.7500000000000001,0.3176260065612884,1.465472027972028,0.6864747986877424
5,8192,0,0,0.75,0.7500000000000001,0.1837160751565762,1.225063938618926,0.7132567849686848
5,16384,0,0,0.75,0.7222222222222223,0.10110348941246645,1.1124751161247513,0.7020015243397291
5,32768,0,0,0.75,0.7777777777777779,0.050999105278854755,1.0537397862979259,0.7675779567220069
5,256,0,1,0.6666666666666666,0.6944444444444444,0.9236959761549925,13.10546875,0.509705249213446
5,512,0,1,0.75,0.5833333333333333,0.8476900149031297,6.5655577299412915,0.4137953303527073
5,1024,0,1,0.75,0.6666666666666666,0.703725782414307,3.375251509054326,0.5259215101838052
5,2048,0,1,0.75,0.7222222222222223,0.5099850968703428,2.0407542579075426,0.6202252028481537
5,4096,0,1,0.75,0.7222222222222223,0.3144560357675112,1.458695652173913,0.65933101506872
5,8192,0,1,0.75,0.6944444444444444,0.17794336810730255,1.2164612037708484,0.6588557708229839
5,16384,0,1,0.75,0.6944444444444444,0.0977645305514158,1.1083581103402709,0.6748915383341613
5,32768,0,1,0.75,0.7222222222222223,0.05156482861400894,1.0543683218101823,0.7119092564994205
5,256,1,0,0.5833333333333334,0.7777777777777778,0.9056742815033162,10.6015625,0.5966429214771145
5,512,1,0,0.6666666666666666,0.7777777777777778,0.8124539425202653,5.332023575638507,0.6152869892737247
5,1024,1,0,0.6666666666666666,0.6666666666666666,0.6532792925571113,2.8841657810839534,0.5360108081552444
5,2048,1,0,0.75,0.6666666666666667,0.45062638172439207,1.8202548625083836,0.5765413903217883
5,4096,1,0,0.75,0.6944444444444445,0.2748710390567428,1.3790650406504066,0.639470236633096
5,8192,1,0,0.75,0.638888888888889,0.15364775239498896,1.1815411406181977,0.6081593384098911
5,16384,1,0,0.75,0.6666666666666667,0.07885040530582167,1.0856,0.6508965856055025
5,32768,1,0,0.75,0.638888888888889,0.036845983787767135,1.0382555470543229,0.6315196921313355
5,256,1,1,0.6666666666666666,0.7222222222222222,0.9057784320942216,10.61328125,0.5410665358033779
5,512,1,1,0.6666666666666666,0.8055555555555556,0.8122929701877071,5.327450980392157,0.6430969615180142
5,1024,1,1,0.6666666666666666,0.6388888888888888,0.6470371733529628,2.8331595411887385,0.5094814542182963
5,2048,1,1,0.6666666666666666,0.6388888888888888,0.44534412955465585,1.802919708029197,0.5498200629779577
5,4096,1,1,0.75,0.6111111111111112,0.27051895472948106,1.370837537840565,0.5570073201652149
5,8192,1,1,0.75,0.6111111111111112,0.15237394184762607,1.1797655232305688,0.5806363227415859
5,16384,1,1,0.75,0.638888888888889,0.07913139492086861,1.0859312549960032,0.6230626099047152
5,32768,1,1,0.75,0.638888888888889,0.03938167096061833,1.0409961685823754,0.6310125546967653
6,256,0,0,0.8333333333333334,0.7777777777777778,0.9326138457488813,14.83984375,0.5912550086280015
6,512,0,0,0.6666666666666666,0.7222222222222222,0.8652276914977626,7.419921875,0.5491766839226697
6,1024,0,0,0.75,0.7222222222222223,0.7365096077915241,3.7952047952047954,0.5749203006639175
6,2048,0,0,0.75,0.7222222222222223,0.542247959989471,2.1845888441633123,0.6137726302243282
6,4096,0,0,0.75,0.7222222222222223,0.34535404053698343,1.5275432247687977,0.6531514141148256
6,8192,0,0,0.75,0.75,0.20136878125822585,1.2521423862887278,0.7097262437483548
6,16384,0,0,0.75,0.7222222222222223,0.11160831797841538,1.1256296296296295,0.6999005586265392
6,32768,0,0,0.75,0.7500000000000001,0.05633061331929455,1.0596931659693165,0.7387338773361412
6,256,0,1,0.75,0.6944444444444444,0.9326315789473684,14.84375,0.5079181286549708
6,512,0,1,0.75,0.5555555555555556,0.8652631578947368,7.421875,0.38250292397660823
6,1024,0,1,0.75,0.6666666666666667,0.735,3.7735849056603774,0.5196666666666667
6,2048,0,1,0.75,0.7222222222222223,0.5434210526315789,2.190201729106628,0.6135380116959065
6,4096,0,1,0.75,0.6944444444444444,0.34710526315789475,1.5316404675534059,0.6250233918128655
6,8192,0,1,0.75,0.7222222222222223,0.19894736842105262,1.2483574244415243,0.6824327485380118
6,16384,0,1,0.75,0.6944444444444444,0.1118421052631579,1.125925925925926,0.6720760233918128
6,32768,0,1,0.75,0.7222222222222223,0.0581578947368421,1.0617490919251187,0.7105906432748539
6,256,1,0,0.5833333333333334,0.7222222222222222,0.9186009538950716,12.28515625,0.5385020314432079
6,512,1,0,0.8333333333333334,0.8611111111111112,0.8378378378378378,6.166666666666667,0.6935435435435435
6,1024,1,0,0.6666666666666666,0.7500000000000001,0.6899841017488076,3.2256410256410257,0.6120031796502385
6,2048,1,0,0.75,0.6666666666666667,0.48807631160572335,1.953416149068323,0.569051404345522
6,4096,1,0,0.75,0.6944444444444445,0.3036565977742448,1.4360730593607305,0.6337131248895955
6,8192,1,0,0.75,0.6666666666666667,0.17106518282988872,1.206367472190257,0.632453630100689
6,16384,1,0,0.75,0.6666666666666667,0.09062003179650238,1.0996503496503496,0.6485426603073663
6,32768,1,0,0.75,0.6666666666666667,0.04292527821939587,1.0448504983388704,0.6580816110227876
6,256,1,1,0.6666666666666666,0.75,0.9186785260482846,12.296875,0.5662642947903431
6,512,1,1,0.75,0.8055555555555556,0.8376747141041931,6.160469667318982,0.638020612734717
6,1024,1,1,0.6666666666666666,0.7777777777777778,0.6867852604828463,3.1926977687626774,0.6404207256812086
6,2048,1,1,0.75,0.6388888888888888,0.4872935196950445,1.9504337050805451,0.5414301849498799
6,4096,1,1,0.75,0.6111111111111112,0.30400254129606097,1.4367868553172067,0.5503106028518989
6,8192,1,1,0.75,0.6111111111111112,0.17566709021601015,1.213102119460501,0.5759776930679091
6,16384,1,1,0.75,0.638888888888889,0.09212198221092757,1.1014695591322603,0.6204644924467034
6,32768,1,1,0.75,0.638888888888889,0.04764930114358323,1.0500333555703802,0.6293590286601723
7,256,0,0,0.8333333333333334,0.8055555555555556,0.9378942261038331,16.1015625,0.617976710334789
7,512,0,0,0.6666666666666666,0.6388888888888888,0.8757884522076662,8.05078125,0.46373119844735555
7,1024,0,0,0.75,0.6944444444444445,0.7554585152838428,4.089285714285714,0.543352741387676
7,2048,0,0,0.75,0.6944444444444444,0.5630761766132946,2.2887284841754583,0.5818292091217855
7,4096,0,0,0.75,0.6944444444444444,0.36899563318777295,1.5847750865051904,0.6206453178068898
7,8192,0,0,0.75,0.75,0.21664240659873849,1.2765562093527407,0.7066715186802524
7,16384,0,0,0.75,0.7222222222222223,0.11960213488597768,1.1358500964453018,0.6983017952450268
7,32768,0,0,0.75,0.7500000000000001,0.0608927704997574,1.0648411263239472,0.7378214459000486
7,256,0,1,0.5,0.6388888888888888,0.937939393939394,16.11328125,0.45130101010101004
7,512,0,1,0.75,0.5277777777777778,0.8758787878787879,8.056640625,0.3526020202020202
7,1024,0,1,0.75,0.6111111111111112,0.7546666666666667,4.076086956521739,0.4601777777777778
7,2048,0,1,0.75,0.7222222222222223,0.5646060606060606,2.296770601336303,0.6093010101010102
7,4096,0,1,0.75,0.6944444444444444,0.3696969696969697,1.5865384615384615,0.6205050505050504
7,8192,0,1,0.75,0.7222222222222223,0.21406060606060606,1.2723627390499692,0.6794101010101011
7,16384,0,1,0.75,0.6944444444444444,0.12048484848484849,1.1369900771775083,0.6703474747474747
7,32768,0,1,0.75,0.7222222222222223,0.06351515151515151,1.0678229355423245,0.709519191919192
7,256,1,0,0.5833333333333334,0.6944444444444444,0.9259901705695288,13.51171875,0.5092464103305386
7,512,1,0,0.75,0.8055555555555556,0.852558542931483,6.7823529411764705,0.635043846969259
7,1024,1,0,0.5833333333333334,0.6944444444444444,0.7143683145417751,3.501012145748988,0.5515707815360894
7,2048,1,0,0.75,0.6944444444444445,0.5192252095981498,2.0799759470835837,0.5905994025248146
7,4096,1,0,0.75,0.6944444444444445,0.3289968198901417,1.4903059026281775,0.6286450804664162
7,8192,1,0,0.75,0.6666666666666667,0.18675917895345476,1.2296480625666548,0.6293148308759758
7,16384,1,0,0.75,0.6666666666666667,0.09916160740098294,1.1100770218228497,0.6468343451864702
7,32768,1,0,0.75,0.638888888888889,0.04596704249783174,1.048181818181818,0.6296954803893225
7,256,1,1,0.5,0.6111111111111112,0.9260115606936417,13.515625,0.4259087989723828
7,512,1,1,0.75,0.8055555555555556,0.8523121387283237,6.771037181996086,0.6350931278098908
7,1024,1,1,0.75,0.75,0.7124277456647399,3.477386934673367,0.607514450867052
7,2048,1,1,0.75,0.6666666666666666,0.5156069364161849,2.064439140811456,0.5635452793834297
7,4096,1,1,0.75,0.6666666666666666,0.3265895953757225,1.4849785407725322,0.6013487475915221
7,8192,1,1,0.75,0.6111111111111112,0.1907514450867052,1.2357142857142858,0.5729608220937701
7,16384,1,1,0.75,0.6111111111111112,0.10115606936416185,1.112540192926045,0.5908798972382788
7,32768,1,1,0.75,0.638888888888889,0.05,1.0526315789473684,0.6288888888888889
8,256,0,0,0.75,0.75,0.9411764705882353,17.0,0.5617647058823529
8,512,0,0,0.6666666666666666,0.6388888888888888,0.8823529411764706,8.5,0.4624183006535947
8,1024,0,0,0.75,0.6666666666666666,0.7681525735294118,4.313181367690783,0.5130361519607842
8,2048,0,0,0.75,0.6666666666666667,0.5799632352941176,2.3807439824945296,0.5506740196078432
8,4096,0,0,0.75,0.6944444444444444,0.3821231617647059,1.6184455187802156,0.6180198120915033
8,8192,0,0,0.75,0.7222222222222223,0.2231158088235294,1.2871931381248152,0.6775990604575164
8,16384,0,0,0.75,0.7222222222222223,0.1247702205882353,1.1425571016014702,0.6972681781045753
8,32768,0,0,0.75,0.7222222222222223,0.06479779411764706,1.0692874692874692,0.7092626633986929
8,256,0,1,0.5833333333333334,0.6388888888888888,0.94127093370039,17.02734375,0.45063470214881085
8,512,0,1,0.75,0.5277777777777778,0.88254186740078,8.513671875,0.35126940429762177
8,1024,0,1,0.75,0.5555555555555556,0.7673778389538886,4.298816568047338,0.4020799877647778
8,2048,0,1,0.75,0.6666666666666667,0.5820142234457444,2.3924259055982438,0.5502638219775179
8,4096,0,1,0.75,0.6666666666666666,0.3826565726083964,1.6198439241917504,0.5901353521449874
8,8192,0,1,0.75,0.6944444444444444,0.22046340903877035,1.2828134196586227,0.6503517626366904
8,16384,0,1,0.75,0.6666666666666666,0.12434044505620555,1.1419963321980613,0.6417985776554255
8,32768,0,1,0.75,0.6944444444444444,0.06607019958706126,1.070744288872513,0.6812304045270322
8,256,1,0,0.5,0.7222222222222222,0.9305291723202171,14.39453125,0.5361163877581787
8,512,1,0,0.6666666666666666,0.7777777777777778,0.8613297150610584,7.211350293542075,0.6055118347655661
8,1024,1,0,0.6666666666666666,0.6944444444444444,0.7291723202170963,3.6923847695390783,0.5486099804010252
8,2048,1,0,0.75,0.6666666666666666,0.5375848032564451,2.1625586854460095,0.5591497060153776
8,4096,1,0,0.75,0.6666666666666666,0.3430122116689281,1.5220983064849236,0.598064224332881
8,8192,1,0,0.75,0.6666666666666667,0.1937584803256445,1.240323123527432,0.6279149706015379
8,16384,1,0,0.75,0.6666666666666667,0.10420624151967435,1.1163283853377763,0.6458254183627319
8,32768,1,0,0.75,0.638888888888889,0.0485753052917232,1.0510553337136337,0.6291738278305443
8,256,1,1,0.6666666666666666,0.6111111111111112,0.9305480195333695,14.3984375,0.42500150720443725
8,512,1,1,0.75,0.8055555555555556,0.8613673358654368,7.213307240704501,0.6332820883824682
8,1024,1,1,0.6666666666666666,0.7222222222222222,0.7292457948996202,3.693386773547094,0.5763730632422982
8,2048,1,1,0.75,0.6666666666666666,0.5352685838307107,2.151780502043199,0.5596129499005245
8,4096,1,1,0.75,0.6666666666666666,0.34102007596310363,1.5174969123095925,0.5984626514740459
8,8192,1,1,0.75,0.6111111111111112,0.19669017905588715,1.2448497129348193,0.5717730752999337
8,16384,1,1,0.75,0.638888888888889,0.10444926749864351,1.1166313238412602,0.6179990353891602
8,32768,1,1,0.75,0.638888888888889,0.05208898534997287,1.0549513451631367,0.6284710918188944
