bit,pearson_corr,abs_corr
1143,0.4000000000000011,0.4000000000000011
592,0.39932615104875147,0.39932615104875147
1911,0.34641016151377546,0.34641016151377546
667,0.3305697320409459,0.3305697320409459
1152,0.3005414623878221,0.3005414623878221
1876,0.2948839123097941,0.2948839123097941
1098,0.2948839123097941,0.2948839123097941
1948,0.28819520885211736,0.28819520885211736
197,0.2876412474452671,0.2876412474452671
1754,0.28365431446558764,0.28365431446558764
80,0.280975743474508,0.280975743474508
655,0.2743516305843665,0.2743516305843665
361,0.27277236279499034,0.27277236279499034
832,0.26666666666666733,0.26666666666666733
1048,0.25264557631995643,0.25264557631995643
507,0.2520504151250412,0.2520504151250412
1564,0.24459979523511438,0.24459979523511438
1066,0.23784131253542545,0.23784131253542545
1088,0.23062266407882204,0.23062266407882204
1304,0.2305561670816942,0.2305561670816942
1,-0.2305561670816938,0.2305561670816938
1990,0.2294157338705622,0.2294157338705622
771,0.2294157338705622,0.2294157338705622
1004,0.2294157338705622,0.2294157338705622
1897,0.22941573387056213,0.22941573387056213
1280,0.229415733870562,0.229415733870562
82,-0.22941573387056097,0.22941573387056097
381,0.2237209702352071,0.2237209702352071
712,0.223720970235207,0.223720970235207
1199,0.2236530118246174,0.2236530118246174
893,0.2211629342323456,0.2211629342323456
1214,0.22116293423234556,0.22116293423234556
875,0.22110831935702616,0.22110831935702616
1391,0.20823168251814178,0.20823168251814178
577,-0.20412414523193195,0.20412414523193195
145,-0.2041241452319319,0.2041241452319319
1404,-0.2041241452319319,0.2041241452319319
116,-0.20412414523193187,0.20412414523193187
31,-0.20412414523193184,0.20412414523193184
1668,-0.20412414523193184,0.20412414523193184
814,-0.20412414523193181,0.20412414523193181
1849,0.20412414523193162,0.20412414523193162
1405,0.20412414523193162,0.20412414523193162
1542,0.20412414523193162,0.20412414523193162
950,0.20412414523193156,0.20412414523193156
658,0.2041241452319315,0.2041241452319315
1738,0.20000000000000032,0.20000000000000032
646,0.19596545041740485,0.19596545041740485
698,0.19596545041740474,0.19596545041740474
1683,0.18731716231633858,0.18731716231633858
310,0.18731716231633855,0.18731716231633855
1501,0.18463723646899902,0.18463723646899902
283,-0.18463723646899896,0.18463723646899896
1482,0.18463723646899896,0.18463723646899896
1758,0.18463723646899896,0.18463723646899896
1791,0.18238430103502137,0.18238430103502137
1416,0.17843445967710334,0.17843445967710334
276,0.1784344596771033,0.1784344596771033
999,0.17586311452816542,0.17586311452816542
162,0.17586311452816542,0.17586311452816542
1430,0.17586311452816533,0.17586311452816533
99,0.17586311452816533,0.17586311452816533
1809,0.17586311452816528,0.17586311452816528
591,0.17586311452816525,0.17586311452816525
1896,0.17586311452816525,0.17586311452816525
1583,0.17586311452816517,0.17586311452816517
41,0.17586311452816514,0.17586311452816514
523,0.1758631145281651,0.1758631145281651
892,0.1758631145281651,0.1758631145281651
248,0.17586311452816508,0.17586311452816508
1601,0.17586311452816508,0.17586311452816508
1115,0.17586311452816508,0.17586311452816508
1151,0.17586311452816508,0.17586311452816508
557,0.17586311452816505,0.17586311452816505
1934,0.17586311452816505,0.17586311452816505
1043,0.17586311452816503,0.17586311452816503
1519,0.17586311452816503,0.17586311452816503
927,0.17586311452816503,0.17586311452816503
427,0.17586311452816503,0.17586311452816503
1699,0.17586311452816503,0.17586311452816503
1372,0.17586311452816503,0.17586311452816503
940,0.175863114528165,0.175863114528165
624,0.17586311452816497,0.17586311452816497
1539,0.17586311452816497,0.17586311452816497
1380,0.17586311452816494,0.17586311452816494
1589,0.17586311452816492,0.17586311452816492
944,0.1758631145281648,0.1758631145281648
705,-0.1758631145281643,0.1758631145281643
1582,-0.17586311452816428,0.17586311452816428
1574,-0.17586311452816428,0.17586311452816428
532,-0.17586311452816428,0.17586311452816428
1392,-0.17586311452816425,0.17586311452816425
548,-0.17586311452816425,0.17586311452816425
2034,-0.17586311452816425,0.17586311452816425
1365,-0.17586311452816422,0.17586311452816422
613,-0.17586311452816422,0.17586311452816422
1144,-0.17586311452816422,0.17586311452816422
1599,-0.17586311452816422,0.17586311452816422
739,-0.1758631145281642,0.1758631145281642
1854,-0.1758631145281642,0.1758631145281642
1652,-0.17586311452816417,0.17586311452816417
1366,-0.17586311452816417,0.17586311452816417
1256,-0.17586311452816417,0.17586311452816417
835,-0.17586311452816417,0.17586311452816417
485,-0.17586311452816417,0.17586311452816417
724,-0.17586311452816417,0.17586311452816417
1844,-0.17586311452816414,0.17586311452816414
1081,-0.1758631145281641,0.1758631145281641
673,-0.17586311452816408,0.17586311452816408
555,0.17471413945365322,0.17471413945365322
1750,0.1684303842133043,0.1684303842133043
1099,-0.16843038421330422,0.16843038421330422
694,-0.15980069302514827,0.15980069302514827
304,0.159800693025148,0.159800693025148
1729,0.15980069302514793,0.15980069302514793
1057,-0.15426587495244104,0.15426587495244104
1972,0.14867525836251325,0.14867525836251325
1733,0.14867525836251322,0.14867525836251322
784,0.14867525836251322,0.14867525836251322
1771,0.14867525836251322,0.14867525836251322
157,0.14744195615489708,0.14744195615489708
1530,0.14744195615489705,0.14744195615489705
1674,0.14744195615489705,0.14744195615489705
486,0.14744195615489697,0.14744195615489697
1060,-0.14484136487557972,0.14484136487557972
1629,-0.14285714285714304,0.14285714285714304
1960,-0.14285714285714304,0.14285714285714304
383,-0.14285714285714304,0.14285714285714304
227,-0.14285714285714302,0.14285714285714302
529,-0.14285714285714302,0.14285714285714302
1873,0.14285714285714302,0.14285714285714302
1824,-0.14285714285714302,0.14285714285714302
1551,-0.14285714285714302,0.14285714285714302
200,-0.14285714285714302,0.14285714285714302
600,-0.14285714285714302,0.14285714285714302
622,-0.14285714285714302,0.14285714285714302
795,-0.14285714285714302,0.14285714285714302
1853,-0.14285714285714302,0.14285714285714302
1130,-0.14285714285714302,0.14285714285714302
387,-0.14285714285714302,0.14285714285714302
872,-0.14285714285714302,0.14285714285714302
857,-0.14285714285714302,0.14285714285714302
522,-0.14285714285714302,0.14285714285714302
519,-0.14285714285714302,0.14285714285714302
1741,-0.14285714285714302,0.14285714285714302
384,-0.14285714285714302,0.14285714285714302
693,-0.14285714285714302,0.14285714285714302
418,-0.14285714285714302,0.14285714285714302
243,-0.14285714285714302,0.14285714285714302
1617,-0.14285714285714302,0.14285714285714302
549,-0.14285714285714302,0.14285714285714302
970,-0.14285714285714302,0.14285714285714302
441,-0.14285714285714302,0.14285714285714302
1038,-0.14285714285714302,0.14285714285714302
467,-0.14285714285714302,0.14285714285714302
711,-0.14285714285714302,0.14285714285714302
1724,-0.14285714285714302,0.14285714285714302
707,-0.14285714285714302,0.14285714285714302
1691,-0.14285714285714302,0.14285714285714302
1898,-0.14285714285714302,0.14285714285714302
623,-0.14285714285714302,0.14285714285714302
1895,-0.14285714285714302,0.14285714285714302
1893,-0.14285714285714302,0.14285714285714302
512,-0.14285714285714302,0.14285714285714302
431,-0.14285714285714302,0.14285714285714302
1877,-0.14285714285714302,0.14285714285714302
1909,-0.14285714285714302,0.14285714285714302
1723,-0.14285714285714302,0.14285714285714302
1164,-0.14285714285714302,0.14285714285714302
20,-0.14285714285714302,0.14285714285714302
1310,-0.14285714285714302,0.14285714285714302
61,-0.14285714285714302,0.14285714285714302
2004,-0.14285714285714302,0.14285714285714302
33,-0.14285714285714302,0.14285714285714302
1323,-0.14285714285714302,0.14285714285714302
1312,-0.14285714285714302,0.14285714285714302
1233,-0.14285714285714302,0.14285714285714302
1228,-0.14285714285714302,0.14285714285714302
1417,-0.14285714285714302,0.14285714285714302
1181,-0.14285714285714302,0.14285714285714302
1104,-0.142857142857143,0.142857142857143
333,-0.142857142857143,0.142857142857143
931,-0.142857142857143,0.142857142857143
1944,-0.142857142857143,0.142857142857143
1018,-0.142857142857143,0.142857142857143
1263,-0.142857142857143,0.142857142857143
915,-0.142857142857143,0.142857142857143
1265,-0.142857142857143,0.142857142857143
1073,-0.142857142857143,0.142857142857143
1298,-0.142857142857143,0.142857142857143
933,-0.142857142857143,0.142857142857143
1308,-0.142857142857143,0.142857142857143
1084,-0.142857142857143,0.142857142857143
690,-0.142857142857143,0.142857142857143
749,-0.142857142857143,0.142857142857143
1390,-0.142857142857143,0.142857142857143
1418,-0.142857142857143,0.142857142857143
713,-0.142857142857143,0.142857142857143
1443,-0.142857142857143,0.142857142857143
554,-0.142857142857143,0.142857142857143
1149,-0.142857142857143,0.142857142857143
1377,-0.142857142857143,0.142857142857143
1456,-0.142857142857143,0.142857142857143
1275,-0.14285714285714296,0.14285714285714296
221,-0.14285714285714296,0.14285714285714296
1251,0.1428571428571429,0.1428571428571429
1412,0.1428571428571429,0.1428571428571429
1912,0.1428571428571429,0.1428571428571429
1047,0.1428571428571429,0.1428571428571429
1773,0.1428571428571429,0.1428571428571429
546,0.1428571428571429,0.1428571428571429
1857,0.1428571428571429,0.1428571428571429
329,0.1428571428571429,0.1428571428571429
1440,0.1428571428571429,0.1428571428571429
783,0.1428571428571429,0.1428571428571429
1444,0.1428571428571429,0.1428571428571429
930,0.1428571428571429,0.1428571428571429
885,0.1428571428571429,0.1428571428571429
702,0.1428571428571429,0.1428571428571429
1281,0.1428571428571429,0.1428571428571429
830,0.1428571428571429,0.1428571428571429
237,0.1428571428571429,0.1428571428571429
1889,0.1428571428571429,0.1428571428571429
1015,0.1428571428571429,0.1428571428571429
1949,0.1428571428571429,0.1428571428571429
1138,0.1428571428571429,0.1428571428571429
1106,0.1428571428571429,0.1428571428571429
1118,0.1428571428571429,0.1428571428571429
184,0.1428571428571429,0.1428571428571429
1940,0.1428571428571429,0.1428571428571429
802,0.14285714285714288,0.14285714285714288
45,0.14285714285714288,0.14285714285714288
1148,0.14285714285714288,0.14285714285714288
879,0.14285714285714288,0.14285714285714288
319,0.14285714285714288,0.14285714285714288
642,0.14285714285714288,0.14285714285714288
1373,0.14285714285714288,0.14285714285714288
1470,0.14285714285714288,0.14285714285714288
521,0.14285714285714288,0.14285714285714288
1790,0.14285714285714288,0.14285714285714288
1297,0.14285714285714288,0.14285714285714288
895,0.14285714285714288,0.14285714285714288
856,0.14285714285714288,0.14285714285714288
358,0.14285714285714288,0.14285714285714288
1309,0.14285714285714288,0.14285714285714288
1458,0.14285714285714285,0.14285714285714285
1180,0.14285714285714285,0.14285714285714285
1673,0.14285714285714285,0.14285714285714285
597,0.14285714285714285,0.14285714285714285
1429,0.14285714285714285,0.14285714285714285
389,0.14025268244765068,0.14025268244765068
800,0.14002800840280066,0.14002800840280066
289,0.14002800840280064,0.14002800840280064
29,0.1400280084028006,0.1400280084028006
559,0.13764944032233734,0.13764944032233734
1648,0.1376494403223373,0.1376494403223373
1182,0.13764944032233722,0.13764944032233722
105,-0.1376494403223368,0.1376494403223368
325,-0.13764944032233678,0.13764944032233678
458,-0.13764944032233675,0.13764944032233675
787,-0.13764944032233675,0.13764944032233675
2041,-0.13764944032233672,0.13764944032233672
1114,-0.13333333333333341,0.13333333333333341
1357,0.1309307341415955,0.1309307341415955
1457,0.1230914909793327,0.1230914909793327
1243,0.12309149097933265,0.12309149097933265
1028,0.11881211413043914,0.11881211413043914
1128,0.11757927025044332,0.11757927025044332
653,0.11757927025044328,0.11757927025044328
1147,0.11757927025044322,0.11757927025044322
1866,-0.11757927025044312,0.11757927025044312
1765,0.11527808354084698,0.11527808354084698
926,0.10482848367219194,0.10482848367219194
1097,0.10411584125907083,0.10411584125907083
1039,0.10411584125907081,0.10411584125907081
1145,0.10411584125907077,0.10411584125907077
1855,0.10356162766686658,0.10356162766686658
378,0.10251154601309118,0.10251154601309118
464,-0.10206207261596596,0.10206207261596596
1535,-0.10206207261596596,0.10206207261596596
1730,-0.10206207261596595,0.10206207261596595
864,-0.10206207261596595,0.10206207261596595
202,-0.10206207261596595,0.10206207261596595
1077,-0.10206207261596595,0.10206207261596595
1468,-0.10206207261596595,0.10206207261596595
1810,-0.10206207261596595,0.10206207261596595
313,-0.10206207261596593,0.10206207261596593
460,-0.10206207261596592,0.10206207261596592
140,-0.10206207261596592,0.10206207261596592
1879,-0.10206207261596592,0.10206207261596592
809,-0.10206207261596591,0.10206207261596591
1477,-0.10206207261596591,0.10206207261596591
1095,-0.10206207261596588,0.10206207261596588
941,0.10206207261596582,0.10206207261596582
1846,0.10206207261596582,0.10206207261596582
1096,0.1020620726159658,0.1020620726159658
1441,0.10206207261596578,0.10206207261596578
2036,0.10206207261596578,0.10206207261596578
1062,0.10206207261596577,0.10206207261596577
345,0.10206207261596575,0.10206207261596575
1670,0.10206207261596574,0.10206207261596574
112,0.10206207261596574,0.10206207261596574
1276,0.10206207261596574,0.10206207261596574
1045,0.10206207261596574,0.10206207261596574
638,0.10206207261596573,0.10206207261596573
1884,0.10206207261596573,0.10206207261596573
742,0.10206207261596573,0.10206207261596573
320,0.10206207261596571,0.10206207261596571
761,0.10206207261596571,0.10206207261596571
165,0.10206207261596571,0.10206207261596571
772,0.10206207261596571,0.10206207261596571
1476,0.1020620726159657,0.1020620726159657
89,0.1020620726159657,0.1020620726159657
1314,-0.10050378152592128,0.10050378152592128
502,-0.10050378152592128,0.10050378152592128
419,-0.10050378152592128,0.10050378152592128
1962,-0.10050378152592128,0.10050378152592128
417,-0.10050378152592128,0.10050378152592128
32,-0.10050378152592128,0.10050378152592128
1150,-0.10050378152592128,0.10050378152592128
1817,-0.10050378152592128,0.10050378152592128
1490,-0.10050378152592128,0.10050378152592128
1777,-0.10050378152592128,0.10050378152592128
5,-0.10050378152592128,0.10050378152592128
848,-0.10050378152592128,0.10050378152592128
870,-0.10050378152592128,0.10050378152592128
657,-0.10050378152592128,0.10050378152592128
586,-0.10050378152592128,0.10050378152592128
1155,-0.10050378152592128,0.10050378152592128
853,-0.10050378152592128,0.10050378152592128
571,-0.10050378152592128,0.10050378152592128
402,-0.10050378152592128,0.10050378152592128
819,-0.10050378152592128,0.10050378152592128
1743,-0.10050378152592128,0.10050378152592128
1550,-0.10050378152592128,0.10050378152592128
822,-0.10050378152592128,0.10050378152592128
821,-0.10050378152592128,0.10050378152592128
1165,-0.10050378152592128,0.10050378152592128
1376,-0.10050378152592128,0.10050378152592128
488,-0.10050378152592128,0.10050378152592128
1793,-0.10050378152592128,0.10050378152592128
40,-0.10050378152592128,0.10050378152592128
1728,-0.10050378152592128,0.10050378152592128
1710,-0.10050378152592128,0.10050378152592128
1969,-0.10050378152592128,0.10050378152592128
1139,-0.10050378152592128,0.10050378152592128
731,-0.10050378152592128,0.10050378152592128
1356,-0.10050378152592128,0.10050378152592128
475,-0.10050378152592128,0.10050378152592128
1971,-0.10050378152592128,0.10050378152592128
1383,-0.10050378152592128,0.10050378152592128
450,-0.10050378152592128,0.10050378152592128
1538,-0.10050378152592128,0.10050378152592128
1455,-0.10050378152592128,0.10050378152592128
685,-0.10050378152592128,0.10050378152592128
1146,-0.10050378152592128,0.10050378152592128
1362,-0.10050378152592128,0.10050378152592128
1804,-0.10050378152592128,0.10050378152592128
2028,-0.10050378152592128,0.10050378152592128
535,-0.10050378152592128,0.10050378152592128
762,-0.10050378152592128,0.10050378152592128
796,-0.10050378152592128,0.10050378152592128
176,-0.10050378152592128,0.10050378152592128
1135,-0.10050378152592128,0.10050378152592128
1852,-0.10050378152592128,0.10050378152592128
550,-0.10050378152592128,0.10050378152592128
1807,-0.10050378152592128,0.10050378152592128
1137,-0.10050378152592128,0.10050378152592128
1371,-0.10050378152592128,0.10050378152592128
64,-0.10050378152592128,0.10050378152592128
621,-0.10050378152592128,0.10050378152592128
447,-0.10050378152592128,0.10050378152592128
1958,-0.10050378152592128,0.10050378152592128
1342,-0.10050378152592128,0.10050378152592128
62,-0.10050378152592128,0.10050378152592128
18,-0.10050378152592128,0.10050378152592128
444,-0.10050378152592128,0.10050378152592128
445,-0.10050378152592128,0.10050378152592128
1700,-0.10050378152592128,0.10050378152592128
16,-0.10050378152592128,0.10050378152592128
1278,-0.10050378152592128,0.10050378152592128
1608,-0.10050378152592128,0.10050378152592128
334,-0.10050378152592128,0.10050378152592128
942,-0.10050378152592128,0.10050378152592128
1253,-0.10050378152592128,0.10050378152592128
1556,-0.10050378152592128,0.10050378152592128
1041,-0.10050378152592128,0.10050378152592128
1584,-0.10050378152592128,0.10050378152592128
938,-0.10050378152592128,0.10050378152592128
133,-0.10050378152592128,0.10050378152592128
1178,-0.10050378152592128,0.10050378152592128
1579,-0.10050378152592128,0.10050378152592128
152,-0.10050378152592128,0.10050378152592128
1943,-0.10050378152592128,0.10050378152592128
1201,-0.10050378152592128,0.10050378152592128
341,-0.10050378152592128,0.10050378152592128
342,-0.10050378152592128,0.10050378152592128
262,-0.10050378152592128,0.10050378152592128
1885,-0.10050378152592128,0.10050378152592128
1242,-0.10050378152592128,0.10050378152592128
109,-0.10050378152592128,0.10050378152592128
130,-0.10050378152592128,0.10050378152592128
278,-0.10050378152592128,0.10050378152592128
297,-0.10050378152592128,0.10050378152592128
1871,-0.10050378152592128,0.10050378152592128
215,-0.10050378152592128,0.10050378152592128
1227,-0.10050378152592128,0.10050378152592128
1595,-0.10050378152592128,0.10050378152592128
1563,-0.10050378152592128,0.10050378152592128
1240,-0.10050378152592128,0.10050378152592128
1213,-0.10050378152592128,0.10050378152592128
958,-0.10050378152592128,0.10050378152592128
1625,-0.10050378152592128,0.10050378152592128
953,-0.10050378152592128,0.10050378152592128
1534,-0.10050378152592128,0.10050378152592128
1627,-0.10050378152592128,0.10050378152592128
1628,-0.10050378152592128,0.10050378152592128
128,-0.10050378152592128,0.10050378152592128
347,-0.10050378152592128,0.10050378152592128
1522,-0.10050378152592128,0.10050378152592128
923,-0.10050378152592128,0.10050378152592128
2000,-0.10050378152592128,0.10050378152592128
235,-0.10050378152592128,0.10050378152592128
1567,-0.10050378152592128,0.10050378152592128
1578,-0.10050378152592128,0.10050378152592128
365,-0.10050378152592128,0.10050378152592128
233,-0.10050378152592128,0.10050378152592128
901,-0.10050378152592128,0.10050378152592128
1070,-0.10050378152592128,0.10050378152592128
1068,-0.10050378152592128,0.10050378152592128
1093,-0.10050378152592128,0.10050378152592128
1067,-0.10050378152592128,0.10050378152592128
220,-0.10050378152592128,0.10050378152592128
1064,-0.10050378152592128,0.10050378152592128
1524,-0.10050378152592128,0.10050378152592128
884,-0.10050378152592128,0.10050378152592128
226,-0.10050378152592128,0.10050378152592128
880,-0.10050378152592128,0.10050378152592128
1056,-0.10050378152592128,0.10050378152592128
360,-0.10050378152592128,0.10050378152592128
1192,-0.10050378152592128,0.10050378152592128
916,-0.10050378152592128,0.10050378152592128
1979,-0.10050378152592128,0.10050378152592128
1641,-0.10050378152592128,0.10050378152592128
241,-0.10050378152592128,0.10050378152592128
689,-0.10050378152592127,0.10050378152592127
479,-0.10050378152592127,0.10050378152592127
1781,-0.10050378152592127,0.10050378152592127
53,-0.10050378152592127,0.10050378152592127
1511,-0.10050378152592127,0.10050378152592127
678,-0.10050378152592127,0.10050378152592127
236,-0.10050378152592127,0.10050378152592127
1515,-0.10050378152592127,0.10050378152592127
620,-0.10050378152592127,0.10050378152592127
602,-0.10050378152592127,0.10050378152592127
1922,-0.10050378152592127,0.10050378152592127
1751,-0.10050378152592127,0.10050378152592127
1752,-0.10050378152592127,0.10050378152592127
115,-0.10050378152592127,0.10050378152592127
1982,-0.10050378152592127,0.10050378152592127
265,-0.10050378152592127,0.10050378152592127
2040,-0.10050378152592127,0.10050378152592127
34,-0.10050378152592127,0.10050378152592127
2044,-0.10050378152592127,0.10050378152592127
1585,-0.10050378152592127,0.10050378152592127
1532,-0.10050378152592127,0.10050378152592127
1961,-0.10050378152592127,0.10050378152592127
545,-0.10050378152592127,0.10050378152592127
1739,-0.10050378152592127,0.10050378152592127
498,-0.10050378152592127,0.10050378152592127
989,-0.10050378152592127,0.10050378152592127
1939,-0.10050378152592127,0.10050378152592127
917,-0.10050378152592127,0.10050378152592127
1997,-0.10050378152592127,0.10050378152592127
1837,-0.10050378152592127,0.10050378152592127
1334,-0.10050378152592127,0.10050378152592127
766,-0.10050378152592127,0.10050378152592127
949,-0.10050378152592127,0.10050378152592127
207,-0.10050378152592127,0.10050378152592127
166,-0.10050378152592127,0.10050378152592127
939,-0.10050378152592127,0.10050378152592127
865,-0.10050378152592127,0.10050378152592127
1174,-0.10050378152592127,0.10050378152592127
1645,-0.10050378152592127,0.10050378152592127
968,-0.10050378152592127,0.10050378152592127
465,-0.10050378152592127,0.10050378152592127
1167,-0.10050378152592127,0.10050378152592127
397,-0.10050378152592127,0.10050378152592127
1463,-0.10050378152592127,0.10050378152592127
1950,-0.10050378152592127,0.10050378152592127
907,-0.10050378152592127,0.10050378152592127
93,-0.10050378152592127,0.10050378152592127
1352,-0.10050378152592127,0.10050378152592127
1126,-0.10050378152592125,0.10050378152592125
617,-0.10050378152592125,0.10050378152592125
1527,-0.10050378152592125,0.10050378152592125
610,-0.10050378152592125,0.10050378152592125
1481,-0.10050378152592125,0.10050378152592125
899,-0.10050378152592125,0.10050378152592125
